system_equipment,equipment_description,equipment_code,equipment_level,parent_code,parent_level,type_travail,action_entity,date_declaration,date_fin,date_creation,cout_total,source
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-10-16,2023-11-13,2023-10-17,1237.6542625333334,2023_CORRECTIF
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,B7274T0001-ENTRAI-EP,3,B7274T0001-ENTRAI,2.0,CORR,LLK,2023-10-16,2023-10-16,2023-10-16,676.6666666666666,2023_CORRECTIF
B7284T8001,PALETTISEUR P432-SCARA,B7284T8001,1,,,CORR,ELKS_UAP1,2023-10-16,2023-11-13,2023-10-17,2795.5946416775528,2023_CORRECTIF
B8636T8003,TOUR DE REFROIDISSEMENT PP,B8636T8003,1,,,CORR,ELKS_UAP1,2023-10-16,2023-11-13,2023-10-22,57.155,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-17,2023-11-13,2023-10-19,585.451783,2023_CORRECTIF
B6220T0001,VMC  A(SDA),B6220T0001,1,,,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,2950.3753006962884,2023_CORRECTIF
B6225T0003-S001,UNITE DE DESAERATION MOUTARDE,B6225T0003-S001,1,,,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,0.0,2023_CORRECTIF
B7214T0004,SOUFFLEUSE SBO4 - 403,B7214T0004,1,,,CORR,BCH,2023-10-17,2023-10-17,2023-10-17,8176.771441111111,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-18,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-10-17,2023-10-17,2023-10-18,129.43333333333334,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-08,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-10-17,2023-10-17,2023-10-17,12385.747847996725,2023_CORRECTIF
B7217T0002,SOUTIREUSE,B7217T0002,1,,,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,498.65960885,2023_CORRECTIF
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,B7252T0031,1,,,CORR,ELKS_UAP1,2023-10-17,2023-11-13,2023-10-18,116.80833333333334,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-17,2023-11-13,2023-10-17,2457.2582528785424,2023_CORRECTIF
B7254T0012,DATEUR JET D'ANCRE/A520I / K8204HN,B7254T0012-S001,2,B7254T0012,1.0,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,332.43973923333334,2023_CORRECTIF
B7254T0174,DATEUR INDUSTRIEL A JET D ENCRE AX350I,B7254T0174,1,,,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,0.0,2023_CORRECTIF
B7258T0013,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),B7258T0013-S002,2,B7258T0013,1.0,CORR,ELKS_UAP2,2023-10-17,2023-11-13,2023-10-17,0.0,2023_CORRECTIF
B7284T0004,PALETTISEUR CERMEX P432-10-37699,BCH04-PREFRM-01,2,B7284T0004,1.0,CORR,BCH,2023-10-17,2023-10-18,2023-10-18,1344.2,2023_CORRECTIF
B7503R-HSE,Moteur diesel CLARKE JOHN DEERE RE508322,B7503R-HSE,1,,,CORR,BHS,2023-10-17,2023-11-15,2023-10-17,1848.7,2023_CORRECTIF
B7732T0001,GRUES GOTTWALD  N° 1,B7732T0001,1,,,CORR,BSL,2023-10-17,2023-10-17,2023-10-18,392.16666666666663,2023_CORRECTIF
B7752T0016,TRANSPORTEUR A BANDE         TB1A,B7752T0016,1,,,CORR,BSL,2023-10-17,2023-10-18,2023-10-18,2804.88,2023_CORRECTIF
B7752T0108,TRANSPORTEUR A BANDE        TB14C,B7752T0108,1,,,CORR,BSL,2023-10-17,2023-12-07,2023-10-17,6546.703787638361,2023_CORRECTIF
B7759T8002,CONVOYEURS MECANIQUE GEBO,B7759T8002,1,,,CORR,ELKS_UAP1,2023-10-17,2023-11-13,2023-10-17,13855.230628830623,2023_CORRECTIF
B7759T8002,CONVOYEURS MECANIQUE GEBO,B7759T8002-J06,2,B7759T8002,1.0,CORR,ELKS_UAP1,2023-10-17,2023-11-13,2023-10-22,337.13,2023_CORRECTIF
B8636T0040,Tour de refroidissement BALTMORE AIRCOIL,B8636T0040-SECECH,2,B8636T0040,1.0,CORR,LLK,2023-10-17,2023-10-17,2023-10-18,2856.170762228462,2023_CORRECTIF
B8657T0026-BLS,ARMOIRE CLIMATISATION CIAT DX 30,B8657T0026-BLS,1,,,CORR,BLS,2023-10-18,,2023-10-18,7580.028808806714,2023_CORRECTIF
B6001T0014,PRESSE D'INJECTION PET,B6001T0014,1,,,CORR,ELKS_UAP2,2023-10-18,2023-11-13,2023-10-18,119.05405872,2023_CORRECTIF
B9305T0003,Local électrique TGBT,B9305T0003,1,,,CORR,LLK,2023-10-18,2023-10-18,2023-10-18,4856.176464527965,2023_CORRECTIF
B6001T0015,PRESSE D'INJECTION PREFORMES 01 HYPET 400,B6001T0015-EXTRUD-FO,3,B6001T0015-EXTRUD,2.0,CORR,UPL_S,2023-10-18,2023-10-19,2023-10-19,12573.655404175362,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-10,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-10-18,2023-10-18,2023-10-18,95351.78093051979,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHE-TV,3,B7216T0012-BOUCHEUSE,2.0,CORR,LLK,2023-10-18,2023-10-18,2023-10-18,0.0,2023_CORRECTIF
B7217T0002,SOUTIREUSE,B7217T0002,1,,,CORR,ELKS_UAP2,2023-10-18,2023-11-13,2023-10-18,548.525569735,2023_CORRECTIF
B7217T0002,SOUTIREUSE,B7217T0002,1,,,CORR,ELKS_UAP2,2023-10-18,2023-11-13,2023-10-18,1030.5631916233333,2023_CORRECTIF
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,B7252T0022-GRETIQ-CT,3,B7252T0022-GRETIQ,2.0,CORR,LLK,2023-10-18,2023-10-18,2023-10-24,114.31,2023_CORRECTIF
B7732T0002,GRUES GOTTWALD  N° 2,B7732T0002,1,,,CORR,BSL,2023-10-18,,2023-10-18,20725753.285986338,2023_CORRECTIF
B7752T0016,TRANSPORTEUR A BANDE         TB1A,B7752T0016,1,,,CORR,BSL,2023-10-18,2023-10-19,2023-10-19,934.96,2023_CORRECTIF
B7858T0014,Silo  C4,B7858T0014,1,,,CORR,BSL,2023-10-18,2023-10-18,2023-10-18,3231.7864502396055,2023_CORRECTIF
B7858T0014,Silo  C4,B7858T0014,1,,,CORR,BSL,2023-10-18,2023-10-18,2023-10-18,4915.444112315456,2023_CORRECTIF
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,B7272T0016-ENTPRO-RB,3,B7272T0016-ENTPRO,2.0,CORR,LLK,2023-10-19,2023-10-19,2023-10-20,303.3333333333333,2023_CORRECTIF
B7752T0026,TRANSPORTEUR A BANDE         TB4,B7752T0026,1,,,CORR,BSL,2023-10-19,2023-10-19,2023-10-20,212.17,2023_CORRECTIF
B6001T0015,PRESSE D'INJECTION PREFORMES 01 HYPET 400,B6001T0015-EXTRUD-TR,3,B6001T0015-EXTRUD,2.0,CORR,UPL_S,2023-10-19,2023-10-19,2023-10-22,127438.11555193215,2023_CORRECTIF
B7214T0013,SOUFFLEUSE,B7214T0013,1,,,CORR,ELKS_UAP2,2023-10-19,2023-11-13,2023-10-19,35075.500516005144,2023_CORRECTIF
B7222T0006-J01,Remplisseuse semi automatique seau ASSILA,B7222T0006-J01,1,,,CORR,ELKS_UAP1,2023-10-19,2023-11-13,2023-10-19,1198.242947,2023_CORRECTIF
B7222T0006-J01,Remplisseuse semi automatique seau ASSILA,B7222T0006-J01,1,,,CORR,ELKS_UAP1,2023-10-19,2023-11-13,2023-10-22,168.565,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003,1,,,CORR,ELKS_UAP1,2023-10-19,2023-11-13,2023-10-23,83.10993480833334,2023_CORRECTIF
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,B7274T0001-ENTRAI-EB,3,B7274T0001-ENTRAI,2.0,CORR,LLK,2023-10-19,,2023-10-22,9578.965693668144,2023_CORRECTIF
B7752T0026,TRANSPORTEUR A BANDE         TB4,B7752T0026,1,,,CORR,BSL,2023-10-19,2023-10-19,2023-10-19,212.17,2023_CORRECTIF
B7754T0003,TRANSPORTEUR A CHAINE       TC4,B7754T0003,1,,,CORR,BSL,2023-10-19,2023-10-20,2023-10-20,6292.3096955557685,2023_CORRECTIF
B7754T0004,TRANSPORTEUR A CHAINE       TC5A,B7754T0004,1,,,CORR,BSL,2023-10-19,2023-10-19,2023-10-19,1429.5,2023_CORRECTIF
B7754T0009,TRANSPORTEUR A CHAINE       TC10,B7754T0009,1,,,CORR,BSL,2023-10-19,2023-10-19,2023-10-19,5079.48,2023_CORRECTIF
B8008T0001,BASCULE BA1,B8008T0001,1,,,CORR,BSL,2023-10-19,2023-10-19,2023-10-19,5079.48,2023_CORRECTIF
B8657T0030-A0001,CLIMATISEUR TGBT4 CIAT 28000W CLIMC28B,B8657T0030-A0001,1,,,CORR,BS1,2023-10-19,2023-10-19,2023-10-19,514785.6084371031,2023_CORRECTIF
B9305T0002,ATELIER,B9305T0002,1,,,CORR,LLK,2023-10-19,,2023-10-19,6640.036181369512,2023_CORRECTIF
B3623T0034,GROUPE ELECTROPOMPE CENTRIFUGE P201-A,B3623T0034,1,,,CORR,BS1,2023-10-20,,2023-10-20,1126.92,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-01,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-10-20,2023-10-20,2023-10-20,5436.961066666667,2023_CORRECTIF
B7252T0034,ETIQUETEUSE,B7252T0034,1,,,CORR,ELKS_UAP2,2023-10-20,2023-11-13,2023-10-20,500.9173364795905,2023_CORRECTIF
B7752T0026,TRANSPORTEUR A BANDE         TB4,B7752T0026,1,,,CORR,BSL,2023-10-20,2023-10-20,2023-10-21,212.17,2023_CORRECTIF
B7754T0004,TRANSPORTEUR A CHAINE       TC5A,B7754T0004,1,,,CORR,BSL,2023-10-20,2023-10-20,2023-10-20,2832.553225119803,2023_CORRECTIF
B9305T0003,Local électrique TGBT,B9305T0003,1,,,CORR,LLK,2023-10-20,2023-10-20,2023-10-23,7632.122411465998,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001-J50,2,B7220T8001,1.0,CORR,ELKS_UAP1,2023-10-21,2023-10-21,2023-10-24,224.75333333333333,2023_CORRECTIF
B7286T0019,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1,B7286T0019-CHPC,2,B7286T0019,1.0,CORR,LLK,2023-10-21,2023-10-21,2023-10-22,1723.7555121962441,2023_CORRECTIF
B7714T0003,ELEVATEUR A GODET                  E2,B7714T0003,1,,,CORR,BSL,2023-10-21,2023-10-21,2023-10-21,25121.850357360923,2023_CORRECTIF
B6220T0001,VMC  A(SDA),B6220T0001,1,,,CORR,ELKS_UAP2,2023-10-22,2023-11-13,2023-10-26,1807.84131825,2023_CORRECTIF
B7202T8002,DECAISSEUSE,B7202T8002,1,,,CORR,ELKS_UAP1,2023-10-22,2023-11-13,2023-10-23,645.6178388,2023_CORRECTIF
B7217T0001,SOUTIREUSE,B7217T0001,1,,,CORR,ELKS_UAP2,2023-10-22,2023-11-13,2023-10-22,541.4737398583334,2023_CORRECTIF
B7222T0006-J01,Remplisseuse semi automatique seau ASSILA,,,,,CORR,ELKS_UAP1,2023-10-22,,2024-02-05,0.0,2024_CORRECTIF
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,B7252T0021,1,,,CORR,LLK,2023-10-22,2023-10-22,2023-10-24,57.155,2023_CORRECTIF
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,B7252T0022-STINFE-CA,3,B7252T0022-STINFE,2.0,CORR,LLK,2023-10-22,2023-10-25,2023-10-29,1371.72,2023_CORRECTIF
B7272T0027,FARDELEUSE VARIOPAC PRO,B7272T0027,1,,,CORR,ELKS_UAP2,2023-10-22,2023-11-13,2023-10-22,309.41356563333335,2023_CORRECTIF
B7752T0021,TRANSPORTEUR A BANDE         TB14,B7752T0021,1,,,CORR,BSL,2023-10-22,2023-10-23,2023-10-23,7364.793787638361,2023_CORRECTIF
B7752T0050,TRANSPORTEUR A BANDE        TB9A,B7752T0050,1,,,CORR,BSL,2023-10-22,2023-10-22,2023-10-22,7221.34,2023_CORRECTIF
B7752T0050,TRANSPORTEUR A BANDE        TB9A,B7752T0050,1,,,CORR,BSL,2023-10-22,2023-10-23,2023-10-27,1635.1,2023_CORRECTIF
B7858T0014,Silo  C4,B7858R0006-204,2,B7858T0014,1.0,CORR,BSL,2023-10-22,2023-10-22,2023-10-22,12648.763196971906,2023_CORRECTIF
B7858T0014,Silo  C4,B7858R0006-204,2,B7858T0014,1.0,CORR,BSL,2023-10-22,2023-10-22,2023-10-23,1429.5,2023_CORRECTIF
B8657T0051,CENTRALE DE TRAITEMENT D'AIR NOUVELLE SIROPERIE(SDA),B8657T0051,1,,,CORR,ELKS_DM_UT,2023-10-22,,2023-10-22,0.0,2023_CORRECTIF
B6225T0003-S005,STOCKAGE PRIMAIRE MOUTARDE,B7105T0099,3,B6225T0003-S051,2.0,CORR,ELKS_UAP2,2023-10-23,2023-11-13,2023-10-23,154.70678281666667,2023_CORRECTIF
B7202T8002,DECAISSEUSE,B7202T8002,1,,,CORR,ELKS_UAP1,2023-10-23,2023-11-13,2023-10-23,7577.437224450826,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-19,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-10-23,2023-10-23,2023-10-23,205.91666666666666,2023_CORRECTIF
B7217T0001,SOUTIREUSE,B7217T0001,1,,,CORR,ELKS_UAP2,2023-10-23,2023-11-13,2023-10-23,154.70678281666667,2023_CORRECTIF
B7220T8001,MONOBLOC,B7220T8001,1,,,CORR,ELKS_UAP1,2023-10-23,2023-11-13,2023-10-24,500.543342275,2023_CORRECTIF
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,B7222T8003-J12,2,B7222T8003,1.0,CORR,ELKS_UAP1,2023-10-23,2023-11-13,2023-10-23,2019.7313562565519,2023_CORRECTIF
B7252T0032,ETIQUETEUSE,B7252T0032,1,,,CORR,ELKS_UAP2,2023-10-23,2023-11-13,2023-10-23,309.41356563333335,2023_CORRECTIF
B7254T0012,DATEUR JET D'ANCRE/A520I / K8204HN,B7254T0012-S001,2,B7254T0012,1.0,CORR,ELKS_UAP2,2023-10-23,2023-11-13,2023-10-24,498.65960885,2023_CORRECTIF
B7752T0016,TRANSPORTEUR A BANDE         TB1A,B7752T0016,1,,,CORR,BSL,2023-10-23,2023-10-23,2023-10-23,13376.699898398076,2023_CORRECTIF
B7752T0025,TRANSPORTEUR A BANDE         TB3,B7752T0025,1,,,CORR,BSL,2023-10-23,2023-10-23,2023-10-23,500.57,2023_CORRECTIF
B7858T0014,Silo  C4,B7858T0014,1,,,CORR,BSL,2023-10-23,2023-10-24,2023-10-24,5146.781056410433,2023_CORRECTIF
B8638T0058,Groupe de production eau glacée FLASH-PASTO,B8638T0058,1,,,CORR,ELKS_DM_UT,2023-10-23,2023-11-13,2023-10-23,0.0,2023_CORRECTIF
BEC-MAG-BS1-FRD,EQUIPEMENTS FROID ET CLIMATISATION MAGASIN RAFFINERIE DE SUCRE 3000T,BEC-MAG-BS1-FRD,1,,,CORR,BEC,2023-10-23,2023-10-24,2023-10-29,10564.77925132203,2023_CORRECTIF
B3624R0500-HS002,Moteur diesel CUMMINS VGA 28 G5,B3624R0500-HS002,1,,,CORR,BHS,2023-10-24,2023-10-24,2023-10-24,4627.75,2023_CORRECTIF
B3669T0030,"COMPRESSEUR 40 BARS A VIS EXEMPT D HUILE ""ZDXTEND315/160 VSD""",B3669T0030,1,,,CORR,LLK,2023-10-24,2023-10-24,2023-10-24,882.5,2023_CORRECTIF
B6225T0003-S004,PREPARATION MOUTARDE,B6225T0003-S004,1,,,CORR,ELKS_UAP2,2023-10-24,2023-11-13,2023-10-25,191.85,2023_CORRECTIF
B7103T0243,BAC A EGOUT R2 INOX AISI 304L / 1T042,B3623R0613-R002,2,B7103T0243,1.0,CORR,BBS,2023-10-24,2023-10-24,2023-10-24,1716.38,2023_CORRECTIF
B7210T8004,LAVEUSE BOUTEILLES(SDA),B7210T8004,1,,,CORR,ELKS_UAP1,2023-10-24,2023-11-13,2023-10-24,2162.032024572254,2023_CORRECTIF
B7210T8005,LAVEUSE CASIERS BOUTEILLES KRONES,B7210T8005-J11,2,B7210T8005,1.0,CORR,ELKS_UAP1,2023-10-24,2023-11-13,2023-10-24,10452.106016219117,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-24,2023-11-13,2023-10-24,26136.300916997072,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-24,2023-11-13,2023-10-24,112.37666666666667,2023_CORRECTIF
B7638T0025,CHARGEUR VOLVO N°1,B7638T0025,1,,,CORR,BSL,2023-10-24,2023-10-24,2023-10-25,571.8,2023_CORRECTIF
B7638T0116,CHARGEUR VOLVO N°3,B7638T0116,1,,,CORR,BSL,2023-10-24,2023-10-24,2023-10-27,156851.7183878688,2023_CORRECTIF
B7702T0002,CHARIOT ELEVATEUR 3T,B7702T0002,1,,,CORR,BSL,2023-10-24,2023-10-24,2023-10-25,476.5,2023_CORRECTIF
B7752T0016,TRANSPORTEUR A BANDE         TB1A,B7752T0016,1,,,CORR,BSL,2023-10-24,2023-10-24,2023-10-24,934.96,2023_CORRECTIF
B7759T8004,CONVOYEURS,B7759T8004,1,,,CORR,ELKS_UAP1,2023-10-24,2023-11-13,2023-10-24,2002.1733691,2023_CORRECTIF
LLK-AC-RLRB,Compresseur 7 bar RLR 150 AIR WORTHINGTON B,LLK-AC-RLRB,1,,,CORR,LLK,2023-10-24,2023-10-24,2023-10-24,706.0,2023_CORRECTIF
B6225T0001-S001,CUVERIE EXTERIEUR,B6225T0001-S095,2,B6225T0001-S001,1.0,CORR,ELKS_UAP2,2023-10-25,2023-11-13,2023-10-25,421.6497913,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-ALPREF-RC,3,B7214T0008-ALPREF,2.0,CORR,LLK,2023-10-25,2023-10-25,2023-10-25,117.66666666666667,2023_CORRECTIF
B7214T0013,SOUFFLEUSE,B7214T0013,1,,,CORR,ELKS_UAP2,2023-10-25,2023-11-13,2023-10-25,312.19844228,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-10-25,2023-11-13,2023-10-26,2096.92515725,2023_CORRECTIF
B7216T0002,REMPLISSEUSE COSMOS 54/18 N° 14610,BCH02-MANENT-01,4,BCH02-CUVFIL-01,3.0,CORR,BCH,2023-10-25,,2023-10-25,24655.287865600098,2023_CORRECTIF
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,B7216T8002,1,,,CORR,ELKS_UAP1,2023-10-25,2023-11-13,2023-10-25,3203.373341115347,2023_CORRECTIF
B7217T0002,SOUTIREUSE,B7217T0002,1,,,CORR,ELKS_UAP2,2023-10-25,2023-11-13,2023-10-25,133.93581606,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-25,2023-11-13,2023-10-25,168.565,2023_CORRECTIF
B7252T8005,ETIQUETEUSE SACMI OPERA 300,B7252T8005,1,,,CORR,ELKS_UAP1,2023-10-25,2023-11-13,2023-10-28,403.51114925,2023_CORRECTIF
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,B7274T0001-APLPOI-DC,3,B7274T0001-APLPOI,2.0,CORR,LLK,2023-10-25,2023-10-30,2023-10-25,584.0416666666666,2023_CORRECTIF
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0029,1,,,CORR,LLK,2023-10-25,,2023-10-25,3658.8510896804105,2023_CORRECTIF
B7634T0126,REMORQUE CONTENEUR VAN HOOL POUR SUCRE N°01,B7634T0126,1,,,CORR,BSL,2023-10-25,2023-10-25,2023-10-25,285.9,2023_CORRECTIF
B7732T0001,GRUES GOTTWALD  N° 1,B7732T0001,1,,,CORR,BSL,2023-10-25,2023-10-25,2023-11-04,3296.58,2023_CORRECTIF
B7752T0045,TRANSPORTEUR A BANDE        TB8D1,B7752T0045,1,,,CORR,BSL,2023-10-25,2023-10-25,2023-10-25,2989.7920897535946,2023_CORRECTIF
B7752T0110,TRANSPORTEUR A BANDE        TB19B,B7752T0110,1,,,CORR,BSL,2023-10-25,2023-10-25,2023-10-26,2293.487646102534,2023_CORRECTIF
B7754T0004,TRANSPORTEUR A CHAINE       TC5A,B7754T0004,1,,,CORR,BSL,2023-10-25,2023-10-25,2023-10-25,2378.2932251198026,2023_CORRECTIF
B8657T0031,CLIMATISEUR MCC CIAT 28000W CLIMC28C,B8657T0031,1,,,CORR,BS1,2023-10-25,2023-10-25,2023-10-25,18095.983983706396,2023_CORRECTIF
BATIMENT-RAFF HUILE,BATIMENTS RAFFINERIE D HUILE,BRH-BAT-CHAUDR,2,BATIMENT-RAFF HUILE,1.0,CORR,BRH,2023-10-25,,2023-10-26,0.0,2023_CORRECTIF
LLK-AC-1850C,Compresseur 40 bars TEMPO 1850 C,LLK-AC-1850C,1,,,CORR,LLK,2023-10-25,,2023-10-25,1412.0,2023_CORRECTIF
B6070T0001,Assembleuse 01 litre,B6070T0001,1,,,CORR,UPL_TO1,2023-10-26,2023-10-26,2023-10-26,1064.9862853639065,2023_CORRECTIF
B6225T0003-S007,GROUPE ACCESSOIRES,B6225T0003-S099,2,B6225T0003-S007,1.0,CORR,ELKS_UAP2,2023-10-26,2023-12-08,2023-12-10,188.807563595,2023_CORRECTIF
B7101T0046,BACS 400T    A,BCH08-INSTRU-05,2,B7101T0046,1.0,CORR,BCH,2023-10-26,,2023-10-26,15423.867819995585,2023_CORRECTIF
B7101T0047,BACS 400T    B,BCH08-INSTRU-04,2,B7101T0047,1.0,CORR,BCH,2023-10-26,,2023-10-26,15423.867819995585,2023_CORRECTIF
B7101T0048,BACS 400T    C,BCH08-INSTRU-06,2,B7101T0048,1.0,CORR,BCH,2023-10-26,,2023-10-26,15423.867819995585,2023_CORRECTIF
B7101T0049,BACS 400T    D,BCH08-INSTRU-07,2,B7101T0049,1.0,CORR,BCH,2023-10-26,,2023-10-26,16471.6099848632,2023_CORRECTIF
B7103T0243,BAC A EGOUT R2 INOX AISI 304L / 1T042,B3604R0102-R008,3,B3623R0613-R002,2.0,CORR,BBS,2023-10-26,2023-10-26,2023-10-27,672.1,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-TRANSF,2,B7214T0008,1.0,CORR,LLK,2023-10-26,2023-10-26,2023-10-27,513.3333333333334,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-03,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-10-26,2023-10-26,2023-10-27,527.5,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-TRANSF-TP,3,B7214T0008-TRANSF,2.0,CORR,LLK,2023-10-26,2023-10-27,2023-10-27,0.0,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-ALPREF-RA,3,B7214T0008-ALPREF,2.0,CORR,LLK,2023-10-26,2023-10-26,2023-10-28,441.25,2023_CORRECTIF
B7214T0013,SOUFFLEUSE,B7214T0013,1,,,CORR,ELKS_UAP2,2023-10-26,2023-11-13,2023-10-26,104.17230138,2023_CORRECTIF
B7214T8001,SOUFFLEUSE SBO 20 5767,B7214T8001,1,,,CORR,ELKS_UAP1,2023-10-26,,2023-10-26,10237.244046219701,2023_CORRECTIF
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,B7216T0012-BOUCHE-TV,3,B7216T0012-BOUCHEUSE,2.0,CORR,LLK,2023-10-26,2023-10-26,2023-10-26,882.5,2023_CORRECTIF
B7259T0025,SYSTEME DE CONVOYEURS BOUTEILLES COMBI 5L / 10 / 4L - BX,BCH01-DIVBOU-01,2,B7259T0025,1.0,CORR,BCH,2023-10-26,2023-10-26,2023-10-27,70.085,2023_CORRECTIF
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),B7260T8001,1,,,CORR,ELKS_UAP1,2023-10-26,2023-11-13,2023-10-27,698.9750524166667,2023_CORRECTIF
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,B7284T0027-PINTER-BI,3,B7284T0027-PINTER,2.0,CORR,LLK,2023-10-26,2023-10-26,2023-10-26,1059.0,2023_CORRECTIF
B7286T0006,BANDEROLEUSE ROBOPAC,B7286T0006,1,,,CORR,LLK,2023-10-26,2023-10-26,2023-10-27,2426.6666666666665,2023_CORRECTIF
B7752T0025,TRANSPORTEUR A BANDE         TB3,B7752T0025,1,,,CORR,BSL,2023-10-26,2023-10-26,2023-10-26,576.8,2023_CORRECTIF
B7858T0011,Silo  C1,B7858T0011,1,,,CORR,BSL,2023-10-26,2023-10-29,2023-10-29,2859.0,2023_CORRECTIF
B3503R0065,BAC MELASSE 60T1,B3503R0065,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-27,1402.44,2023_CORRECTIF
B6522T0075,FILTRE DE DEPOUSSIERAGE  FTB14A,B6522T0075,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-27,3756.4,2023_CORRECTIF
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,B7214T0008-RS-PS-04,4,B7214T0008-RS-PS,3.0,CORR,LLK,2023-10-27,2023-10-27,2023-10-27,0.0,2023_CORRECTIF
B7752T0025,TRANSPORTEUR A BANDE         TB3,B7752T0025,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-28,106.085,2023_CORRECTIF
B7752T0027,TRANSPORTEUR A BANDE         TB5A,B7752T0027,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-28,106.085,2023_CORRECTIF
B7752T0029,TRANSPORTEUR A BANDE         TB6,B7752T0029,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-28,106.085,2023_CORRECTIF
B7752T0029,TRANSPORTEUR A BANDE         TB6,B7752T0029,1,,,CORR,BSL,2023-10-27,2023-10-27,2023-10-28,106.085,2023_CORRECTIF
B3503R0065,BAC MELASSE 60T1,B3503R0065,1,,,CORR,BSL,2023-10-28,2023-10-28,2023-10-28,1825.7,2023_CORRECTIF
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,B7214T0007-RS-PS-12,4,B7214T0007-RS-PS,3.0,CORR,LLK,2023-10-28,2023-10-28,2023-10-28,82.36666666666666,2023_CORRECTIF
