EREQ_CODE,EREQ_DESCRIPTION,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_SYSTEM_EQUIPMENT,EREQ_CREATION_DATE,EREQ_EQUIPMENT_STATUS,EREQ_CATEGORY,EREQ_ENTITY,EREQ_ZONE,EREQ_COSTCENTRE
B3529R0509-B001,ECHANGEUR DE CHALEUR E707N,1,,B3529R0509-B001,2012-08-01,NORMAL,B3529,BS2,BS2-LITF,SUCRE-D-RAFS
B3529T3000-B001,ECHANGEUR DE CHALEUR E721N,1,,B3529T3000-B001,2012-08-01,NORMAL,B3529,BS2,BS2-LITF,SUCRE-D-RAFS
B3529R0510-B001,ECHANGEUR DE CHALEUR E723N,1,,B3529R0510-B001,2012-08-01,NORMAL,B3529,BS2,BS2-LITF,SUCRE-D-RAFS
B7103T0180,BAC T719N,1,,B7103T0180,2012-08-01,NORMAL,B7103,BS2,BS2-LITF,SUCRE-D-RAFS
B3623R1002-B003,GROUPES ELECTRO-POMPES A GAZ P250-3N,1,,B3623R1002-B003,2012-08-01,NORMAL,B3603,BS2,BS2-CO2,SUCRE-D-RAFS
B3623R2453-B002,GROUPES ELECTRO-POMPES P265N,1,,B3623R2453-B002,2012-08-01,NORMAL,B3603,BS2,BS2-CO2,SUCRE-D-RAFS
B3623R0062-B001,GROUPES ELECTRO-POMPES P258.1N,1,,B3623R0062-B001,2012-08-01,NORMAL,B3603,BS2,BS2-LDC,SUCRE-D-RAFS
B3623R0094-B001,GROUPES ELECTRO-POMPES P255N,1,,B3623R0094-B001,2012-08-01,NORMAL,B3603,BS2,BS2-LDC,SUCRE-D-RAFS
B7103T0164,BAC DE MATURATION T257N,1,,B7103T0164,2012-08-01,NORMAL,B7103,BS2,BS2-LDC,SUCRE-D-RAFS
B7103T0161,BAC T253N,1,,B7103T0161,2012-08-01,NORMAL,B7103,BS2,BS2-LDC,SUCRE-D-RAFS
B7103T0160,BAC SIROP CARBONATE T240N,1,,B7103T0160,2012-08-01,NORMAL,B7103,BS2,BS2-CRB,SUCRE-D-RAFS
B7761M0030-B001,VIS A104.2N,2,B7761T0030,B7761T0030,2012-08-01,NORMAL,B7752,BS2,BS2-AF-TBE,SUCRE-D-RAFS
B3503R0106-B002,MOTOREDUCTEUR A104.2N,2,B7761T0030,B7761T0030,2012-08-01,NORMAL,B3503,BS2,BS2-AF-TBE,SUCRE-D-RAFS
B6310R0004-B001,ARBRE EMPATEUR M104.1N,2,B6310T0004,B6310T0004,2012-08-01,NORMAL,B6305,BS2,BS2-AFF,SUCRE-D-RAFS
B4313R0104-B001,MOTEUR M104.1N,2,B6310T0004,B6310T0004,2012-08-01,NORMAL,B4313,BS2,BS2-AFF,SUCRE-D-RAFS
B3513R0713-B001,REDUCTEUR 01 M104.1N,2,B6310T0004,B6310T0004,2012-08-01,NORMAL,B3513,BS2,BS2-AFF,SUCRE-D-RAFS
B3513R0717-B001,REDUCTEUR 02 M104.1N,2,B6310T0004,B6310T0004,2012-08-01,NORMAL,B3513,BS2,BS2-AFF,SUCRE-D-RAFS
B6310R0005-B001,ARBRE EMPATEUR M104.2N,2,B6310T0005,B6310T0005,2012-08-01,NORMAL,B6305,BS2,BS2-AFF,SUCRE-D-RAFS
B3513R0713-B002,REDUCTEUR  01 M104.2N,2,B6310T0005,B6310T0005,2012-08-01,NORMAL,B3513,BS2,BS2-AFF,SUCRE-D-RAFS
B3513R0717-B002,REDUCTEUR  02 M104.2N,2,B6310T0005,B6310T0005,2012-08-01,NORMAL,B3513,BS2,BS2-AFF,SUCRE-D-RAFS
B4313R0100-B001,MOTEUR M105N,2,B6305T0017,B6305T0017,2012-08-01,NORMAL,B4313,BS2,BS2-AFF,SUCRE-D-RAFS
B3513R0701-B001,REDUCTEUR 02 M105N,2,B6305T0017,B6305T0017,2012-08-01,NORMAL,B3513,BS2,BS2-AFF,SUCRE-D-RAFS
B6522R0003-203,Filtre à manche F14,2,B6522T0052,B6522T0052,2009-10-11,NORMAL,B6522,BSL,BSL-120BS,CER-D-DOPP
B6522R0013-202,VENTILATEUR VT13,2,B6522T0051,B6522T0051,2009-10-11,NORMAL,B4378,BSL,BSL-120BS,CER-D-DOPP
B6522R0023-207,CLR7,2,B6522T0052,B6522T0052,2009-10-11,NORMAL,B3558,BSL,BSL-120BS,CER-D-DOPP
B6522R0023-208,CLR8,2,B6522T0052,B6522T0052,2009-10-11,NORMAL,B3558,BSL,BSL-120BS,CER-D-DOPP
B7872R0001-215,Ecluse ECL14,2,B6522T0052,B6522T0052,2009-10-11,NORMAL,B7872,BSL,BSL-120BS,CER-D-DOPP
B6522R0004-201,Filtre à manche F15,2,B6522T0053,B6522T0053,2009-10-11,NORMAL,B6522,BSL,BSL-120CA,CER-D-DOPP
B6522R0014-201,VENTILATEUR VT15,2,B6522T0053,B6522T0053,2009-10-11,NORMAL,B4378,BSL,BSL-120CA,CER-D-DOPP
B6522R0004-202,Filtre à manche F16,2,B6522T0054,B6522T0054,2009-10-11,NORMAL,B6522,BSL,BSL-120CA,CER-D-DOPP
D118_832B,VANNE DE PURGE D4AIR DU 832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D314_832B,VANNE ENTREE VR832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D315_832B,VANNE BY-PASS DE LA VR832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D318_832B,VANNE SORTIE SERPENTIN 832B ET ENTREE PURGEUR,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D319_832B,VANNE DE BY-PASS DU PURGEUR SORTIE SERPENTIN 832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D320_832B,VANNE SORTIE PURGEUR DU SERPENTIN 832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D322_832B,PURGEUR SORTIE SERPENTIN DU 832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B3382,BRH,BRH-S800,HUILE-D-RAFH
D323_832B,VERRE CONTROLEUR DE PURGE SORTIE SERPENTIN 832B,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B7924,BRH,BRH-S800,HUILE-D-RAFH
D324_832B,VANNE DE PURGE DU CIRCUIT D'ASPIRATION DE LA P832B1,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D325_832B,VANNE DE PURGE DU CIRCUIT D'ASPIRATION DE LA P832B2,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D327_832B,VANNE D'ISOLEMENT DU PI_P832B2,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D328_832B,VANNE CIRCUIT D'ASPIRATION DE LA P832B1,3,B7105R9999-47,B7105T0047,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
B3503R0030-201,Motoréducteur,2,B7752T0054,B7752T0054,2009-10-11,NORMAL,B3503,BSL,BSL-120BS,CER-D-DOPP
B3503R0043-201,Motoréducteur,2,B7752T0056,B7752T0056,2009-10-11,NORMAL,B3503,BSL,BSL-120BS,CER-D-DOPP
B4313R0020-516,MOTEUR DE TAPIS B,3,B7272T0005-101,B7272T0005,2010-02-08,NORMAL,B4313,BMA,BMA-A14,CGS-D-MARG
BMA14-REDUCT-36,REDUCTEUR  DE TAPIS B,3,B7272T0005-101,B7272T0005,2010-02-08,NORMAL,B3513,BMA,BMA-A14,CGS-D-MARG
B7284R0009-115,BANDE A 2 VITESSES LIGNE FARDEAUX,2,B7284T0009,B7284T0009,2010-09-20,,B7761,BMA,BMA-PALET,CGS-D-MARG
B7284R0009-116,BANDE A 2 VITESSES LIGNE FARDEAUX,3,B7284R0009-115,B7284T0009,2010-09-20,,B7761,BMA,BMA-PALET,CGS-D-MARG
B4313R0020-527,MOTEUR BANDE A 2 VITESSES LIGNE FARDEAUX,3,B7284R0009-115,B7284T0009,2010-09-20,,B4313,BMA,BMA-PALET,CGS-D-MARG
BMA17-REDUCT-72,REDUCTEUR DE BANDE A 2 VITESSES LIGNE FARDEAUX,3,B7284R0009-115,B7284T0009,2010-09-20,,B3513,BMA,BMA-PALET,CGS-D-MARG
B4313R2506-204,Moteur electrique 2,2,B7752T0051,B7752T0051,2009-10-11,NORMAL,B4313,BSL,BSL-120BS,CER-D-DOPP
B3513R0023-205,Réducteur 1,2,B7752T0052,B7752T0052,2009-10-11,NORMAL,B3513,BSL,BSL-120BS,CER-D-DOPP
B3513R0023-206,Réducteur 2,2,B7752T0052,B7752T0052,2009-10-11,NORMAL,B3513,BSL,BSL-120BS,CER-D-DOPP
B3581R0001-205,Coupleur hydraulique 1,2,B7752T0052,B7752T0052,2009-10-11,NORMAL,B3581,BSL,BSL-120BS,CER-D-DOPP
B3581R0001-206,Coupleur hydraulique 2,2,B7752T0052,B7752T0052,2009-10-11,NORMAL,B3581,BSL,BSL-120BS,CER-D-DOPP
B4313R2506-206,Moteur electrique 2,2,B7752T0052,B7752T0052,2009-10-11,NORMAL,B4313,BSL,BSL-120BS,CER-D-DOPP
B3513R0023-207,Réducteur 1,2,B7752T0053,B7752T0053,2009-10-11,NORMAL,B3513,BSL,BSL-120BS,CER-D-DOPP
B3513R0023-208,Réducteur 2,2,B7752T0053,B7752T0053,2009-10-11,NORMAL,B3513,BSL,BSL-120BS,CER-D-DOPP
B3581R0001-208,Coupleur hydraulique 2,2,B7752T0053,B7752T0053,2009-10-11,NORMAL,B3581,BSL,BSL-120BS,CER-D-DOPP
B4313R2506-207,Moteur electrique  1,2,B7752T0053,B7752T0053,2009-10-11,NORMAL,B4313,BSL,BSL-120BS,CER-D-DOPP
B4313R2506-208,Moteur electrique  2,2,B7752T0053,B7752T0053,2009-10-11,NORMAL,B4313,BSL,BSL-120BS,CER-D-DOPP
B7752R0001-202,STATION PESEUSE TBC1B,2,B7752T0055,B7752T0055,2009-10-11,NORMAL,B7752,BSL,BSL-120BS,CER-D-DOPP
B7752R0001-203,STATION PESEUSE TBC3,2,B7752T0056,B7752T0056,2009-10-11,NORMAL,B7752,BSL,BSL-120BS,CER-D-DOPP
B6522T3000-B001,FILTRE A753N,1,,B6522T3000-B001,2012-08-01,NORMAL,B6522,BS2,BS2-LITF,SUCRE-D-RAFS
B4600T3000-B013,INSTRUMENTATION SECTION 07,1,,B4600T3000-B013,2012-08-01,NORMAL,B4601,BS2,BS2-ACC7,SUCRE-D-RAFS
B3623R1003-B005,GROUPES ELECTRO-POMPES A VIDE P898.1N,1,,B3623R1003-B005,2012-08-01,ARRET,B3603,BS2,BS2-VIDE8,SUCRE-D-RAFS
B4688R0231-B001,VANNE REGULATRICE DE DEBIT FV551N,3,B4688R3000-B010,B4600T3000-B010,2012-08-01,NORMAL,B4601,BS2,BS2-ACC5,SUCRE-D-RAFS
B4688R0217-B002,VANNE REGULATRICE DE DEBIT FV550N,3,B4688R3000-B010,B4600T3000-B010,2012-08-01,NORMAL,B4601,BS2,BS2-ACC5,SUCRE-D-RAFS
B4313R1058-B004,MOTEUR P302N,2,B3623R0060-B003,B3623R0060-B003,2012-08-01,NORMAL,B4313,BS2,BS2-FS,SUCRE-D-RAFS
B3527R0604-B003,AGITATEUR A320.1N,2,B7103T0166,B7103T0166,2012-08-01,NORMAL,B3527,BS2,BS2-FS,SUCRE-D-RAFS
B3503R0520-B001,MOTOREDUCTEUR A320.1N,2,B7103T0166,B7103T0166,2012-08-01,NORMAL,B3503,BS2,BS2-FS,SUCRE-D-RAFS
B7872T3000-B001,ECLUSE A1003N1,1,,B7872T3000-B001,2012-08-01,NORMAL,B7872,BS2,BS2-TRENS,SUCRE-D-RAFS
B7752T0068,TRANSPORTEUR A BANDE TB01,1,,B7752T0068,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0073,TRANSPORTEUR A BANDE TB02,1,,B7752T0073,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0069,TRANSPORTEUR A BANDE TB03,1,,B7752T0069,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0074,TRANSPORTEUR A BANDE TB04,1,,B7752T0074,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0070,TRANSPORTEUR A BANDE TB05,1,,B7752T0070,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0075,TRANSPORTEUR A BANDE TB06,1,,B7752T0075,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0077,TRANSPORTEUR A BANDE TB09,1,,B7752T0077,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0078,TRANSPORTEUR A BANDE TB10,1,,B7752T0078,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0079,TRANSPORTEUR A BANDE TB12,1,,B7752T0079,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0080,TRANSPORTEUR A BANDE TB13,1,,B7752T0080,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0081,TRANSPORTEUR A BANDE TB14,1,,B7752T0081,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B3192R3000-B001,TRANSMISSION M105N,2,B6305T0017,B6305T0017,2012-08-01,NORMAL,B3101,BS2,BS2-AFF,SUCRE-D-RAFS
B6522R0004-B007,FILTRE A PANIER F46205A,1,,B6522R0004-B007,2012-08-01,NORMAL,B6522,BS2,BS2-DECO,SUCRE-D-RAFS
B6522R0004-B008,FILTRE A PANIER F46205B,1,,B6522R0004-B008,2012-08-01,NORMAL,B6522,BS2,BS2-DECO,SUCRE-D-RAFS
B6532T0002,FILTRE A SABLE F45308,1,,B6532T0002,2012-08-01,NORMAL,B6522,BS2,BS2-DECO,SUCRE-D-RAFS
B3529R0503-B002,ECHANGEUR DE CHALEUR HE46202,1,,B3529R0503-B002,2012-08-01,NORMAL,B3529,BS2,BS2-DECO,SUCRE-D-RAFS
B6301T3000-B002,MELANGEUR M45303,1,,B6301T3000-B002,2012-08-01,NORMAL,B6301,BS2,BS2-DECO,SUCRE-D-RAFS
B6301T3000-B003,MELANGEUR M45552,1,,B6301T3000-B003,2012-08-01,NORMAL,B6301,BS2,BS2-DECO,SUCRE-D-RAFS
B6301T3000-B004,MELANGEUR M45304,1,,B6301T3000-B004,2012-08-01,NORMAL,B6301,BS2,BS2-DECO,SUCRE-D-RAFS
B3623R0015-B002,GROUPES ELECTRO-POMPES P45201B,1,,B3623R0015-B002,2012-08-01,NORMAL,B3603,BS2,BS2-DECO,SUCRED
B3623R0015-B003,GROUPES ELECTRO-POMPES P46201A,1,,B3623R0015-B003,2012-08-01,NORMAL,B3603,BS2,BS2-DECO,SUCRE-D-RAFS
B7103T0181,BAC LSA T811N,1,,B7103T0181,2012-08-01,NORMAL,B7103,BS2,BS2-CRIST8,SUCRE-D-RAFS
B7103T0224,BAC T830N,1,,B7103T0224,2012-08-01,NORMAL,B7103,BS2,BS2-CRIST8,SUCRE-D-RAFS
B7103T0183,BAC LSA T831N,1,,B7103T0183,2012-08-01,NORMAL,B7103,BS2,BS2-CRIST8,SUCRE-D-RAFS
B7103T0222,BAC LSC T810N,1,,B7103T0222,2012-08-01,NORMAL,B7103,BS2,BS2-CRIST8,SUCRE-D-RAFS
B7103T0223,BAC LSB T820N,1,,B7103T0223,2012-08-01,NORMAL,B7103,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6305T0028,MALAXEUR SOU VIDE  M850N,1,,B6305T0028,2012-08-01,NORMAL,B6305,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6305T0026,MALAXEUR M824N,1,,B6305T0026,2012-08-01,NORMAL,B6305,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6305T0023,MALAXEUR M814N,1,,B6305T0023,2012-08-01,NORMAL,B6305,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6566T0015,CUITE C  A832N,1,,B6566T0015,2012-08-01,NORMAL,B6511,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6522T0066,FILTRE DE DEPOUSSIERAGE F1TB16,1,,B6522T0066,2009-10-11,NORMAL,B6522,BSL,BSL-50H,CER-D-DOPP
B6522T0067,FILTRE DE DEPOUSSIERAGE F2TB16,1,,B6522T0067,2009-10-11,NORMAL,B6522,BSL,BSL-50H,CER-D-DOPP
B6522T0068,FILTRE DE DEPOUSSIERAGE F1TB16N,1,,B6522T0068,2009-10-11,NORMAL,B6522,BSL,BSL-50H,CER-D-DOPP
B6522T0070,FILTRE DE DEPOUSSIERAGE FTR2,1,,B6522T0070,2009-10-11,NORMAL,B6522,BSL,BSL-50H,CER-D-DOPP
D111_816C3,VANNE ENTREE HUILE AU 816C3,3,B6522R9999-34,B6522T0034,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
PI_816C3,INDICATEUR DE PRESSION DU 816C3,3,B6522R9999-34,B6522T0034,2009-06-23,NORMAL,B4631,BRH,BRH-S800,HUILE-D-RAFH
D114_816C3,VANNE D'ISOLEMENT DU PI_816C3,3,B6522R9999-34,B6522T0034,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D110_816C3,VANNE DE DEPRESSURISATION DU FILTRE AVANT OUVERTURE,3,B6522R9999-34,B6522T0034,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D112_816C3,VANNE SORTIE PRODUCTION DU FILTRE,3,B6522R9999-34,B6522T0034,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D344_878GL,VANNE D'ISOLEMENT DU PI_P878GLA,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D345_878GL,CLAPET ANTI-RETOUR REFOULEMENT DE LA P878GLA,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D346_878GL,VANNE DE REFOULEMENT DE LA P878GLA,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D347_878GL,VANNE ASPIRATION DE LA P878GLA,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D350_878GL,VANNE DE VIDANGE DU COTE CHAUD DU 878GL,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
B3513R0015-203,Réducteur,2,B7714T0002,B7714T0002,2009-10-11,NORMAL,B3513,BSL,BSL-120CA,CER-D-DOPP
B3581R0008-202,Coupleur hydraulique,2,B7714T0002,B7714T0002,2009-10-11,NORMAL,B3581,BSL,BSL-120CA,CER-D-DOPP
B4313R2526-202,Moteur electrique,2,B7714T0002,B7714T0002,2009-10-11,NORMAL,B4313,BSL,BSL-120CA,CER-D-DOPP
B3581R0005-201,Coupleur hydraulique,2,B7714T0003,B7714T0003,2009-10-11,NORMAL,B3581,BSL,BSL-120WA,CER-D-DOPP
B4313R2527-202,Moteur électrique,2,B7714T0003,B7714T0003,2009-10-11,NORMAL,B4313,BSL,BSL-120WA,CER-D-DOPP
B3513R0015-204,Réducteur,2,B7714T0004,B7714T0004,2009-10-11,NORMAL,B3513,BSL,BSL-50H,CER-D-DOPP
B4313R2526-203,Moteur électrique,2,B7714T0004,B7714T0004,2009-10-11,NORMAL,B4313,BSL,BSL-50H,CER-D-DOPP
BCH10-TRENRE-01,TREMIE ENTREE RESINE,3,BCH10-AUXILI-01,B7215T0001,2010-05-25,NORMAL,TRENRE,BCH,BCH10,HUILE-D-CDH
BCH10-SYSREF-01,SYSTÈME DE REFRIGERATION,3,BCH10-AUXILI-01,B7215T0001,2010-05-25,NORMAL,REFRIG,BCH,BCH10,HUILE-D-CDH
B4313R0020-530,MOTEUR TAPIS1 ENTREE LIGNE FARDEAUX,3,B7284R0009-121,B7284T0009,2010-09-20,,B4313,BMA,BMA-PALET,CGS-D-MARG
BMA17-REDUCT-75,REDUCTEUR TAPIS1 ENTREE LIGNE FARDEAUX,3,B7284R0009-121,B7284T0009,2010-09-20,,B3513,BMA,BMA-PALET,CGS-D-MARG
B7284R0009-123,TAPIS3 ENTREE LIGNE FARDEAUX,2,B7284T0009,B7284T0009,2010-09-20,,B7761,BMA,BMA-PALET,CGS-D-MARG
B7284R0009-124,TAPIS3 ENTREE LIGNE FARDEAUX,3,B7284R0009-123,B7284T0009,2010-09-20,,B7761,BMA,BMA-PALET,CGS-D-MARG
B3503R0007-201,Motoréducteur,2,B7754T0004,B7754T0004,2009-10-11,NORMAL,B3503,BSL,BSL-120CA,CER-D-DOPP
B3503R0007-202,Motoréducteur,2,B7754T0005,B7754T0005,2009-10-11,NORMAL,B3503,BSL,BSL-120CA,CER-D-DOPP
B3503R0008-201,Motoréducteur,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3503,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-201,vanne de vidange CP32,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3558,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-202,vanne de vidange CP33,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3558,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-203,vanne de vidange CP34,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3558,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-205,vanne de vidange CP36,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3558,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-206,vanne de vidange CP37,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B3558,BSL,BSL-120CA,CER-D-DOPP
B7870R0001-201,Telescope 1,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B7870,BSL,BSL-120CA,CER-D-DOPP
B7870R0001-203,Telescope 3,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B7870,BSL,BSL-120CA,CER-D-DOPP
B7870R0001-204,Telescope 4,2,B7754T0006,B7754T0006,2009-10-11,NORMAL,B7870,BSL,BSL-120CA,CER-D-DOPP
B7752T0082,TRANSPORTEUR A BANDE TB15,1,,B7752T0082,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0084,TRANSPORTEUR A BANDE TB17,1,,B7752T0084,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0085,TRANSPORTEUR A BANDE TB18,1,,B7752T0085,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0088,TRANSPORTEUR A BANDE TB21,1,,B7752T0088,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0089,TRANSPORTEUR A BANDE TB22,1,,B7752T0089,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0090,TRANSPORTEUR A BANDE TB23,1,,B7752T0090,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7752T0092,TRANSPORTEUR A BANDE TB25,1,,B7752T0092,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B3602R0236-B002,POMPE CENTRIFUGE NUE P45534,2,B3623T3000-B007,B3623T3000-B007,2012-08-01,NORMAL,B3602,BS2,BS2-NANO,SUCRE-D-RAFS
B4313R0109-B001,MOTEUR P45534,2,B3623T3000-B007,B3623T3000-B007,2012-08-01,NORMAL,B4313,BS2,BS2-NANO,SUCRE-D-RAFS
B3602R0236-B001,POMPE CENTRIFUGE NUE P45520,2,B3623T3000-B009,B3623T3000-B009,2012-08-01,NORMAL,B3602,BS2,BS2-NANO,SUCRE-D-RAFS
B3602R0235-B001,POMPE CENTRIFUGE NUE P45541,2,B3623R0113,B3623R0113,2012-08-01,NORMAL,B3602,BS2,BS2-NANO,SUCRE-D-RAFS
B3602R0070-B001,POMPE CENTRIFUGE NUE P45556,2,B3623R0070-B001,B3623R0070-B001,2012-08-01,NORMAL,B3602,BS2,BS2-NANO,SUCRE-D-RAFS
B9717T3000-B001,GENIE CIVIL,1,,B9717T3000-B001,2012-08-01,NORMAL,B9701,BS2,BS2-BATI,SUCRE-D-RAFS
B9719T3000-B001,ELECTRICITE,1,,B9719T3000-B001,2012-08-01,NORMAL,B9703,BS2,BS2-BATI,SUCRE-D-RAFS
B9720T3000-B001,CHAUDRONNERIE RAFFINERIE 3500T,1,,B9720T3000-B001,2012-08-01,NORMAL,B9704,BS2,BS2-BATI,SUCRE-D-RAFS
B2027T3000-B001,ISOLATION,1,,B2027T3000-B001,2012-08-01,NORMAL,B2001,BS2,BS2-BATI,SUCRE-D-RAFS
B4313R0022-B002,MOTEUR P45556,2,B3623R0070-B001,B3623R0070-B001,2012-08-01,NORMAL,B4313,BS2,BS2-NANO,SUCRE-D-RAFS
B4313R1026-B001,MOTEUR P45502,2,B3623R0084-B001,B3623R0084-B001,2012-08-01,NORMAL,B4313,BS2,BS2-CONC4,SUCRE-D-RAFS
B3602R0069-B001,POMPE CENTRIFUGE NUE P45506,2,B3623R0069-B001,B3623R0069-B001,2012-08-01,NORMAL,B3602,BS2,BS2-CONC4,SUCRE-D-RAFS
B6566T0013,CUITE A A812N,1,,B6566T0013,2012-08-01,NORMAL,B6511,BS2,BS2-CRIST8,SUCRE-D-RAFS
B3529R0305-B001,ECHANGEUR DE CHALEUR E839N,1,,B3529R0305-B001,2012-08-01,NORMAL,B3529,BS2,BS2-CRIST8,SUCRE-D-RAFS
B3623R0603-B001,GROUPES ELECTRO-POMPES VOLUMETRIQUE P818N,1,,B3623R0603-B001,2012-08-01,NORMAL,B3603,BS2,BS2-CRIST8,SUCRE-D-RAFS
B3623R0600-B001,GROUPES ELECTRO-POMPES VOLUMETRIQUE P828N,1,,B3623R0600-B001,2012-08-01,NORMAL,B3603,BS2,BS2-CRIST8,SUCRE-D-RAFS
B6305T0031,NOCHERE M841N,1,,B6305T0031,2012-08-01,NORMAL,B6305,BS2,BS2-TURB8,SUCRE-D-RAFS
B6305T0029,NOCHERE  M641N,1,,B6305T0029,2012-08-01,NORMAL,B6305,BS2,BS2-TURB8,SUCRE-D-RAFS
B6305T0020,MALAXEUR DE MAGMA M875N,1,,B6305T0020,2012-08-01,NORMAL,B6305,BS2,BS2-TURB8,SUCRE-D-RAFS
B6305T0025,MALAXEUR DE COULEE M823N,1,,B6305T0025,2012-08-01,NORMAL,B6305,BS2,BS2-TURB8,SUCRE-D-RAFS
B6305T0024,MALAXEUR DE COULEE M813N,1,,B6305T0024,2012-08-01,NORMAL,B6305,BS2,BS2-TURB8,SUCRE-D-RAFS
B3623R0608-B001,GROUPES ELECTRO-POMPESE P881N,1,,B3623R0608-B001,2012-08-01,NORMAL,B3603,BS2,BS2-TURB8,SUCRE-D-RAFS
B3623R0608-B002,GROUPES ELECTRO-POMPES P886N,1,,B3623R0608-B002,2012-08-01,NORMAL,B3603,BS2,BS2-TURB8,SUCRE-D-RAFS
