WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2024-04-29,,2024-04-29,PREV,,,,,,45.724,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7217T0001,SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7217T0001,SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,114.31,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7217T0002,SOUTIREUSE,2024-04-29,,2024-04-30,CORR,,,,,,818.4966537,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7217T0002,SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7217T0002,SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7218T0001,RINCEUSE,2024-04-29,,2024-04-29,PREV,,,,,,674.835406525,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7218T0001,RINCEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7220T8001,MONOBLOC,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7220T8001,MONOBLOC,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7222T0006-J01,Remplisseuse semi automatique seau ASSILA,2024-04-29,,2024-04-29,PREV,,,,,,30.482666666666663,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7222T0008-J01,Remplisseuse semi automatique seau SAUCES,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-04-29,,2024-04-29,CORR,,,,,,6472.72806865,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-04-29,,2024-04-29,PREV,,,,,,45.724,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7223T0001,BOUCHEUSE UNIMAC-GHERRI(SDA),2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7223T0001,BOUCHEUSE UNIMAC-GHERRI(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7228T0076,LIGNE DE PREPARATION JUS,2024-04-29,,2024-04-29,PREV,,,,,,60.96533333333333,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7230T0002,SOUDEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7230T0002,SOUDEUSE,2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7247T8002,REMPLISSEUSE ASEPTIQUE,2024-04-29,,2024-04-29,PREV,,,,,,83.82733333333333,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7247T8002,REMPLISSEUSE ASEPTIQUE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0003,ETIQUETTEUSE SACMI 2L,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7252T0003,ETIQUETTEUSE SACMI 2L,2024-04-29,,2024-04-29,PREV,,,,,,212.3925,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7252T0021,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,CORR,,,,,,316.67,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,114.31,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,76.20666666666668,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,152.41333333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0022,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,172.20947797529087,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,229.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,229.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,343.5,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,229.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0029,ETIQUETEUSE OPERA 300 SACMI,2024-04-29,,2024-04-29,PREV,,,,,,229.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,2024-04-29,,2024-04-29,PREV,,,,,,68.586,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0032,ETIQUETEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0032,ETIQUETEUSE,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0033,ETIQUETEUSE FARDEAUX LOGOPACK,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0033,ETIQUETEUSE FARDEAUX LOGOPACK,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0033-J01,SYSTEME DETECTION BARQUETTE INCOMPLETTE,2024-04-29,,2024-04-29,PREV,,,,,,46.72333333333333,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0033-J01,SYSTEME DETECTION BARQUETTE INCOMPLETTE,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0034,ETIQUETEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0035,ETIQUETEUSE FARDEAUX LOGOPACK,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T0035,ETIQUETEUSE FARDEAUX LOGOPACK,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7252T8003,ETIQUETEUSE DE BOUTEILLES  25 CL,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0103,DATEUR LASER D320I,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0126,DATEUSE,2024-04-29,,2024-04-29,PREV,,,,,,95.25833333333331,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7254T0140,DATEUR INDUSTRIEL A JET D ENCRE,2024-04-29,,2024-04-30,CORR,,,,,,1835.3255883416664,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0141,DATEUR INDUSTRIEL A JET D ENCRE,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0173,DATEUR INDUSTRIEL A JET D ENCRE AX350I,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0002,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2024-04-29,,2024-04-29,PREV,,,,,,116.80833333333332,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7258T0005,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2024-04-29,,2024-04-29,PREV,,,,,,248.08333333333331,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7258T0007,CHECKMAT SORTIE ETIQUETEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0008,CHECKMAT SORTIE SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0008,CHECKMAT SORTIE SOUTIREUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0009,INSPECTRICE DE BOCAL EBI(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0009,INSPECTRICE DE BOCAL EBI(SDA),2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0010,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0012,CHECKMAT SORTIE ETIQUETEUSE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0013,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0014,CHECKMAT'SORTIE SOUTIREUSE',2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0014,CHECKMAT'SORTIE SOUTIREUSE',2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0015,INSPECTRICE BOUTEILLE REMPLIE PET(SDA),2024-04-29,,2024-04-29,PREV,,,,,,99.06866666666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7258T0016,INSPECTRICE BOUTEILLE REMPLIE  25 CL(SDA),2024-04-29,,2024-04-29,PREV,,,,,,30.482666666666663,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7258T0017,INSPECTRICE BOUTEILLE VIDE  25 CL(SDA),2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7260T0001,PASTEURISATEUR,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7260T0001,PASTEURISATEUR,2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7260T8004,PASTEURISATEUR  TUBULAIRE,2024-04-29,,2024-04-29,PREV,,,,,,121.93066666666665,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7264T0001,ALIMENTATEUR BOUCHON E18.3147,2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7264T0001,ALIMENTATEUR BOUCHON E18.3147,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7264T0002,ALIMENTATEUR BOUCHON E18.3148,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7264T0002,ALIMENTATEUR BOUCHON E18.3148,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7264T0003,ALIMENTATEUR BOUCHON,2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7264T0003,ALIMENTATEUR BOUCHON,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7270T0200,SLEEVEUSE,2024-04-29,,2024-04-29,PREV,,,,,,57.155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7270T0200,SLEEVEUSE,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0003,FARDELEUSE CERMEX TSP 45 SDI,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7272T0003,FARDELEUSE CERMEX TSP 45 SDI,2024-04-29,,2024-04-29,PREV,,,,,,198.233,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7272T0003,FARDELEUSE CERMEX TSP 45 SDI,2024-04-29,,2024-04-29,PREV,,,,,,849.57,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-29,,2024-04-29,CORR,,,,,,42912.80606150849,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-29,,2024-04-29,PREV,,,,,,581.62,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-29,,2024-04-29,PREV,,,,,,581.62,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-29,,2024-04-29,PREV,,,,,,48784.33381102962,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-29,,2024-04-29,PREV,,,,,,581.62,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-04-29,,2024-04-29,PREV,,,,,,686.24,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-04-29,,2024-04-29,PREV,,,,,,789.68,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-04-29,,2024-04-29,PREV,,,,,,343.215,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-04-29,,2024-04-29,PREV,,,,,,171.465,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-04-29,,2024-04-29,PREV,,,,,,1029.36,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0027,FARDELEUSE VARIOPAC PRO,2024-04-29,,2024-04-29,PREV,,,,,,114.31,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0027,FARDELEUSE VARIOPAC PRO,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0028,FARDELEUSE VARIOPAC PRO,2024-04-29,,2024-04-30,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0028,FARDELEUSE VARIOPAC PRO,2024-04-29,,2024-04-30,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0028,FARDELEUSE VARIOPAC PRO,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T8000,FARDELEUSE TSM 4 SDI,2024-04-29,,2024-04-29,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7274T0002,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284R8003,CONVOYEUR PALETTES 'EMBALLAGE',2024-04-29,,2024-04-29,PREV,,,,,,57.155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7284R8003,CONVOYEUR PALETTES 'EMBALLAGE',2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7284T0006,PALETTISEUR CERMEX P421  N°30751,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7284T0006,PALETTISEUR CERMEX P421  N°30751,2024-04-29,,2024-04-29,PREV,,,,,,849.57,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-30,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,CORR,,,,,,420.51,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,116.66666666666666,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,177.33333333333331,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,116.66666666666666,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,112.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,303.3333333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,259.68139237307656,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,186.66666666666663,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,163.33333333333331,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,140.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-29,,2024-04-29,PREV,,,,,,343.5,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0031,PALETTISEUR,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7284T0033,PALETTISEUR,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7284T8001,PALETTISEUR P432-SCARA,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7286T0002,BANDEROLEUSE ATLANTA,2024-04-29,,2024-04-29,PREV,,,,,,57.155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7286T0002,BANDEROLEUSE ATLANTA,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2024-04-29,,2024-04-29,PREV,,,,,,1960.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2024-04-29,,2024-04-29,PREV,,,,,,76.33333333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7286T0023,BANDEROLEUSE SEMI AUTOMATIQUE,2024-04-29,,2024-04-29,PREV,,,,,,53.34466666666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7286T0024,BANDEROLEUSE ATLANTA,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7286T0024,BANDEROLEUSE ATLANTA,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7290T8001,HOUSSEUSE COMBI PAL 2000,2024-04-29,,2024-04-29,PREV,,,,,,173.427685145,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7542T0001,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7542T0001,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7542T0002,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7542T0002,DISPOSITIF DE LUBRIFICATION DES CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7752T0050,TRANSPORTEUR A BANDE        TB9A,2024-04-29,,2024-04-29,CORR,,,,,,341.0385312051228,2024_CORRECTIF,MEDIUM_INFERRED,BSL
B7752T0063-BS2,TRANSPORTEUR A BANDE A1001A,2024-04-29,,2024-04-29,PREV,,,,,,280.34,2024_PREVENTIF,MEDIUM_INFERRED,BS1
B7759T0020,CONVOYEUR MECANIQUE  GEBO,2024-04-29,,2024-04-29,PREV,,,,,,1221.3333333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7759T0021,CONVOYEUR MECANIQUE  GEBO,2024-04-29,,2024-04-29,PREV,,,,,,1259.5,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7759T0022,CONVOYEURS FARDEAUX,2024-04-29,,2024-04-29,PREV,,,,,,57.155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0022,CONVOYEURS FARDEAUX,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0023,CONVOYEURS BOCALES,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0024,CONVOYEURS BOUTEILLE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0024,CONVOYEURS BOUTEILLE,2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0025,CONVOYEURS FARDEAUX,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T8002,CONVOYEURS MECANIQUE GEBO,2024-04-29,,2024-04-29,PREV,,,,,,37005.60173226424,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7759T8002,CONVOYEURS MECANIQUE GEBO,2024-04-29,,2024-04-29,PREV,,,,,,160.08709398,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7759T8004,CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,93.384138155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7759T8004,CONVOYEURS,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8525T0019,GROUPE ELECTROGENE SDMO FORAGE,2024-04-29,,2024-04-29,PREV,,,,,,130.66666666666666,2024_PREVENTIF,MEDIUM_INFERRED,BEU
B8525T0020,GROUPE ELECTROGENE CUMINS FORAGE,2024-04-29,,2024-04-29,PREV,,,,,,116.66666666666666,2024_PREVENTIF,MEDIUM_INFERRED,BEU
B8540T0001,ARMOIRES ELECTRIQUES COMMUNES,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8540T0002,ARMOIRES ELECTRIQUES COMMUNES,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8602T0012,CHAUDIERE BABCOCK N°02,2024-04-29,,2024-05-08,CORR,,,,,,233.61666666666665,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0014-J07,COLLECTEUR DE VAPEUR SAUCES,2024-04-29,,2024-04-29,CORR,,,,,,48223.37988180801,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0021,BACHE ALIMENTAIRE BABCOCK,2024-04-29,,2024-05-08,CORR,,,,,,18139.381278155914,2024_CORRECTIF,MEDIUM_INFERRED,UFC
B8627T0135-SAUCE,CHAMBRE FROIDE POSITIVE 2 °C PROCES SAUCES(SDA),2024-04-29,,2024-04-29,PREV,,,,,,342.93,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8627T0136,CHAMBRE FROIDE NEGATIVE -18°C(SDA),2024-04-29,,2024-04-29,PREV,,,,,,342.93,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
